"","UID","Chores","Hobbies","TV","Sports","Exercise"
"227","90543104","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"228","90543806","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"229","90544204","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"230","90544989","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"231","90546223","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"232","90548078","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"233","90570023","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times"
"234","90570051","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"235","90570080","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"236","90570118","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"237","90570180","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"238","90570184","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"239","90570190","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"240","90570220","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"241","90570222","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"242","90570280","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"243","90570282","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"244","90570354","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"245","90570373","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"246","90570388","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"247","90570398","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"248","90570412","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"249","90570531","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"250","90570536","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"251","90570582","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"252","90570626","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"253","90570628","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"254","90570655","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"255","90570697","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"256","90570720","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"257","90570725","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"258","90570778","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"259","90570820","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"260","90570892","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"261","90570992","(0) Not at all","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"262","90571004","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"263","90571006","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"264","90571069","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"265","90571074","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"266","90571103","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"267","90571107","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"268","90571171","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"269","90571203","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"270","90571208","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"271","90571210","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"272","90571211","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"273","90571214","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"274","90571217","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"275","90571276","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"276","90571315","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"277","90571319","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all"
"278","90571401","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"279","90571402","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times"
"280","90571408","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"281","90571418","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all"
"282","90571461","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"283","90571462","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"284","90571471","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"285","90571472","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"286","90571506","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"287","90571805","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"288","90571807","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"289","90571816","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"290","90571861","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"291","90571907","(0) Not at all","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"292","90571913","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"293","90571914","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"294","90571971","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"295","90571979","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"296","90572007","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"297","90572049","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"298","90572060","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"299","90572070","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"300","90572141","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"301","90572147","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"302","90572169","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"303","90572172","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"304","90572177","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"305","90572192","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"306","90572198","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"307","90572209","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"308","90572213","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"309","90572221","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"310","90572223","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"311","90572228","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"312","90572265","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"313","90572268","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"314","90572269","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"315","90572280","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"316","90572282","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"317","90572283","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"318","90572285","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"319","90572293","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"320","90572303","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"321","90572323","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"322","90572325","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"323","90572341","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"324","90572369","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"325","90572383","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"326","90572384","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"327","90572389","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"328","90572393","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"329","90572397","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"330","90572448","(2) 3 or 4 times","(0) Not at all","(0) Not at all","(0) Not at all","(3) 5 or more times"
"331","90572460","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"332","90572469","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"333","90572667","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"334","90572862","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"335","90572864","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times"
"336","90572900","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"337","90572909","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"338","90572920","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"339","90572922","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"340","90572925","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"341","90572940","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"342","90572974","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"343","90572983","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"344","90572984","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"345","90572986","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"346","90572991","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"347","90572998","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"348","90573011","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"349","90573013","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"350","90573117","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"351","90573194","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"352","90573212","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"353","90573217","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"354","90573222","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"355","90573409","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"356","90573491","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"357","90573618","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"358","90573818","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(3) 5 or more times"
"359","90573819","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"360","90573897","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"361","90573914","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"362","90573940","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"363","90573941","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"364","90573945","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"365","90573946","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times"
"366","90573947","(0) Not at all","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"367","90573954","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"368","90573956","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"369","90573959","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"370","90573992","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"371","90573994","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"372","90574133","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"373","90574145","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"374","90574197","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"375","90574204","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"376","90574205","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"377","90574218","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"378","90574307","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"379","90574335","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"380","90574392","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"381","90574415","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"382","90574489","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"383","90574494","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"384","90574499","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"385","90574503","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"386","90574538","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"387","90574697","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"388","90574742","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"389","90574744","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
